ID,Campaign ID,Engine,Type,Policy Violation,Reason,Reason Type,Text,Synchronous Disapproval?,Exemptible?,Runnable?,Disapproved On,Last Updated By,Last Updated On,Valid?,Resolution?,% Fulfilled,% Time Used,Campaign Status
41185141,2517887,GOOGLE,Keyword,ALCOHOL_SALE,Alcohol sale - Ads promoting content where alcohol can be purchased on the destination site or app are only allowed in certain countries and in certain ad formats.,,,No,Yes,Yes,2025/06/04 15:56:53,System  ,,Undetermined,None,78.64%,82.12%,active
41185142,2517887,GOOGLE,Keyword,ALCOHOL_SALE,Alcohol sale - Ads promoting content where alcohol can be purchased on the destination site or app are only allowed in certain countries and in certain ad formats.,,,No,Yes,Yes,2025/06/04 15:56:53,System  ,,Undetermined,None,78.64%,82.12%,active
41185143,2517887,GOOGLE,Keyword,ALCOHOL_SALE,Alcohol sale - Ads promoting content where alcohol can be purchased on the destination site or app are only allowed in certain countries and in certain ad formats.,,,No,Yes,Yes,2025/06/04 16:08:22,System  ,,Undetermined,None,78.64%,82.12%,active
41185144,2517887,GOOGLE,Keyword,ALCOHOL_SALE,Alcohol sale - Ads promoting content where alcohol can be purchased on the destination site or app are only allowed in certain countries and in certain ad formats.,,,No,Yes,Yes,2025/06/04 16:08:22,System  ,,Undetermined,None,78.64%,82.12%,active
41298369,2517887,GOOGLE,Phone,UNVERIFIED_PHONE_NUMBER,Violating Text: ,PROHIBITED,,No,No,Yes,2025/06/09 05:24:05,System  ,,Undetermined,None,78.64%,82.12%,active
44284876,2517887,GOOGLE,Sitelink,ALCOHOL_SALE,Violating Text: ,LIMITED,,No,No,Yes,2025/10/18 04:44:15,Preethikrishnan Last,2025/10/27 11:37:43,Valid,Will Not Fix,78.64%,82.12%,active
